date,year,month,decade,era,home_team,away_team,home_score,away_score,goal_diff,total_goals,result,went_to_shootout,shootout_winner,shootout_first_shooter,tournament,tournament_tier,is_high_stakes,city,country,neutral,has_home_advantage,total_goals_recorded,own_goals_count,penalties_count,unique_scorers
1984-08-11,1984,8,1980,Modern Foundation (1970-1989),Indonesia,Philippines,1,0,1,1,home_win,False,,,AFC Asian Cup qualification,2,True,Solo,Indonesia,False,True,0,0,0,0
1984-08-11,1984,8,1980,Modern Foundation (1970-1989),Iran,Thailand,5,0,5,5,home_win,False,,,AFC Asian Cup qualification,2,True,Jakarta,Indonesia,True,False,0,0,0,0
1984-08-11,1984,8,1980,Modern Foundation (1970-1989),Syria,Bangladesh,2,1,1,3,home_win,False,,,AFC Asian Cup qualification,2,True,Jakarta,Indonesia,True,False,0,0,0,0
1984-08-12,1984,8,1980,Modern Foundation (1970-1989),Malaysia,Singapore,1,0,1,1,home_win,False,,,Friendly,4,False,Kuala Lumpur,Malaysia,False,True,0,0,0,0
1984-08-13,1984,8,1980,Modern Foundation (1970-1989),Bangladesh,Philippines,3,2,1,5,home_win,False,,,AFC Asian Cup qualification,2,True,Solo,Indonesia,True,False,0,0,0,0
1984-08-13,1984,8,1980,Modern Foundation (1970-1989),Indonesia,Iran,0,1,-1,1,away_win,False,,,AFC Asian Cup qualification,2,True,Jakarta,Indonesia,False,True,0,0,0,0
1984-08-13,1984,8,1980,Modern Foundation (1970-1989),Syria,Thailand,2,3,-1,5,away_win,False,,,AFC Asian Cup qualification,2,True,Jakarta,Indonesia,True,False,0,0,0,0
1984-08-15,1984,8,1980,Modern Foundation (1970-1989),Indonesia,Syria,1,2,-1,3,away_win,False,,,AFC Asian Cup qualification,2,True,Jakarta,Indonesia,False,True,0,0,0,0
1984-08-15,1984,8,1980,Modern Foundation (1970-1989),Iran,Philippines,7,1,6,8,home_win,False,,,AFC Asian Cup qualification,2,True,Jakarta,Indonesia,True,False,0,0,0,0
1984-08-15,1984,8,1980,Modern Foundation (1970-1989),Suriname,Guyana,1,0,1,1,home_win,False,,,CONCACAF Championship qualification,2,True,Paramaribo,Suriname,False,True,0,0,0,0
1984-08-15,1984,8,1980,Modern Foundation (1970-1989),Thailand,Bangladesh,2,1,1,3,home_win,False,,,AFC Asian Cup qualification,2,True,Solo,Indonesia,True,False,0,0,0,0
1984-08-16,1984,8,1980,Modern Foundation (1970-1989),Finland,Mexico,0,3,-3,3,away_win,False,,,Friendly,4,False,Helsinki,Finland,False,True,0,0,0,0
1984-08-18,1984,8,1980,Modern Foundation (1970-1989),Iran,Syria,1,0,1,1,home_win,False,,,Friendly,4,False,Jakarta,Indonesia,True,False,0,0,0,0
1984-08-18,1984,8,1980,Modern Foundation (1970-1989),Singapore,Malaysia,1,1,0,2,draw,False,,,Friendly,4,False,Kallang,Singapore,False,True,0,0,0,0
1984-08-18,1984,8,1980,Modern Foundation (1970-1989),Uganda,Tanzania,1,3,-2,4,away_win,False,,,African Cup of Nations qualification,2,True,Kampala,Uganda,False,True,0,0,0,0
1984-08-19,1984,8,1980,Modern Foundation (1970-1989),Russia,Mexico,3,0,3,3,home_win,False,,,Friendly,4,False,Leningrad,Soviet Union,False,True,0,0,0,0
1984-08-22,1984,8,1980,Modern Foundation (1970-1989),Hungary,Switzerland,3,0,3,3,home_win,False,,,Friendly,4,False,Budapest,Hungary,False,True,0,0,0,0
1984-08-22,1984,8,1980,Modern Foundation (1970-1989),Sweden,Mexico,1,1,0,2,draw,False,,,Friendly,4,False,Malmö,Sweden,False,True,0,0,0,0
1984-08-24,1984,8,1980,Modern Foundation (1970-1989),Colombia,Argentina,1,0,1,1,home_win,False,,,Friendly,4,False,Bogotá,Colombia,False,True,0,0,0,0
1984-08-25,1984,8,1980,Modern Foundation (1970-1989),Hungary,Mexico,0,2,-2,2,away_win,False,,,Friendly,4,False,Budapest,Hungary,False,True,0,0,0,0
1984-08-25,1984,8,1980,Modern Foundation (1970-1989),Liberia,Papua New Guinea,1,2,-1,3,away_win,False,,,Merdeka Tournament,3,False,Kuala Lumpur,Malaysia,True,False,0,0,0,0
1984-08-25,1984,8,1980,Modern Foundation (1970-1989),Uganda,Zambia,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Kampala,Uganda,False,True,1,0,0,1
1984-08-26,1984,8,1980,Modern Foundation (1970-1989),Malaysia,Indonesia,2,2,0,4,draw,False,,,Merdeka Tournament,3,False,Kuala Lumpur,Malaysia,False,True,0,0,0,0
1984-08-28,1984,8,1980,Modern Foundation (1970-1989),Egypt,Zimbabwe,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Cairo,Egypt,False,True,1,0,0,1
1984-08-29,1984,8,1980,Modern Foundation (1970-1989),German DR,Romania,2,1,1,3,home_win,False,,,Friendly,4,False,Gera,German DR,False,True,0,0,0,0
1984-08-29,1984,8,1980,Modern Foundation (1970-1989),Guyana,Suriname,1,1,0,2,draw,False,,,CONCACAF Championship qualification,2,True,Georgetown,Guyana,False,True,0,0,0,0
1984-08-29,1984,8,1980,Modern Foundation (1970-1989),Malaysia,Liberia,3,1,2,4,home_win,False,,,Merdeka Tournament,3,False,Kota Bharu,Malaysia,False,True,0,0,0,0
1984-08-29,1984,8,1980,Modern Foundation (1970-1989),Norway,Poland,1,1,0,2,draw,False,,,Friendly,4,False,Drammen,Norway,False,True,0,0,0,0
1984-09-01,1984,9,1980,Modern Foundation (1970-1989),Cyprus,Greece,0,2,-2,2,away_win,False,,,Friendly,4,False,Limassol,Cyprus,False,True,0,0,0,0
1984-09-01,1984,9,1980,Modern Foundation (1970-1989),Indonesia,Papua New Guinea,0,1,-1,1,away_win,False,,,Merdeka Tournament,3,False,Kuala Lumpur,Malaysia,True,False,0,0,0,0
1984-09-01,1984,9,1980,Modern Foundation (1970-1989),Switzerland,Argentina,0,2,-2,2,away_win,False,,,Friendly,4,False,Bern,Switzerland,False,True,0,0,0,0
1984-09-04,1984,9,1980,Modern Foundation (1970-1989),Indonesia,Liberia,1,2,-1,3,away_win,False,,,Merdeka Tournament,3,False,Johor Bahru,Malaysia,True,False,0,0,0,0
1984-09-04,1984,9,1980,Modern Foundation (1970-1989),Malaysia,Papua New Guinea,5,1,4,6,home_win,False,,,Merdeka Tournament,3,False,Kuala Lumpur,Malaysia,False,True,0,0,0,0
1984-09-04,1984,9,1980,Modern Foundation (1970-1989),Singapore,Qatar,0,1,-1,1,away_win,False,,,Friendly,4,False,Kallang,Singapore,False,True,0,0,0,0
1984-09-05,1984,9,1980,Modern Foundation (1970-1989),Belgium,Argentina,0,2,-2,2,away_win,False,,,Friendly,4,False,Brussels,Belgium,False,True,0,0,0,0
1984-09-05,1984,9,1980,Modern Foundation (1970-1989),Greece,Czechoslovakia,0,1,-1,1,away_win,False,,,Friendly,4,False,Athens,Greece,False,True,0,0,0,0
1984-09-06,1984,9,1980,Modern Foundation (1970-1989),Israel,Malta,2,1,1,3,home_win,False,,,Friendly,4,False,Jerusalem,Israel,False,True,0,0,0,0
1984-09-10,1984,9,1980,Modern Foundation (1970-1989),Jordan,Hong Kong,1,1,0,2,draw,False,,,AFC Asian Cup qualification,2,True,Guangzhou,China PR,True,False,0,0,0,0
1984-09-10,1984,9,1980,Modern Foundation (1970-1989),Qatar,Afghanistan,8,0,8,8,home_win,False,,,AFC Asian Cup qualification,2,True,Guangzhou,China PR,True,False,0,0,0,0
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),China PR,Afghanistan,6,0,6,6,home_win,False,,,AFC Asian Cup qualification,2,True,Guangzhou,China PR,False,True,0,0,0,0
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),Denmark,Austria,3,1,2,4,home_win,False,,,Friendly,4,False,Copenhagen,Denmark,False,True,0,0,0,0
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),England,German DR,1,0,1,1,home_win,False,,,Friendly,4,False,London,England,False,True,0,0,0,0
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),Finland,Poland,0,2,-2,2,away_win,False,,,Friendly,4,False,Helsinki,Finland,False,True,0,0,0,0
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),German DR,Greece,1,0,1,1,home_win,False,,,Friendly,4,False,Zwickau,German DR,False,True,0,0,0,0
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),Germany,Argentina,1,3,-2,4,away_win,False,,,Friendly,4,False,Düsseldorf,Germany,False,True,0,0,0,0
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),Iceland,Wales,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Reykjavík,Iceland,False,True,1,0,0,1
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),Republic of Ireland,Russia,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Dublin,Republic of Ireland,False,True,1,0,0,1
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),Northern Ireland,Romania,3,2,1,5,home_win,False,,,FIFA World Cup qualification,2,True,Belfast,Northern Ireland,False,True,5,1,0,5
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),Norway,Switzerland,0,1,-1,1,away_win,False,,,FIFA World Cup qualification,2,True,Oslo,Norway,False,True,1,0,1,1
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),Qatar,Hong Kong,1,0,1,1,home_win,False,,,AFC Asian Cup qualification,2,True,Guangzhou,China PR,True,False,0,0,0,0
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),Scotland,Yugoslavia,6,1,5,7,home_win,False,,,Friendly,4,False,Glasgow,Scotland,False,True,0,0,0,0
1984-09-12,1984,9,1980,Modern Foundation (1970-1989),Sweden,Portugal,0,1,-1,1,away_win,False,,,FIFA World Cup qualification,2,True,Solna,Sweden,False,True,1,0,0,1
1984-09-15,1984,9,1980,Modern Foundation (1970-1989),China PR,Jordan,6,0,6,6,home_win,False,,,AFC Asian Cup qualification,2,True,Guangzhou,China PR,False,True,0,0,0,0
1984-09-15,1984,9,1980,Modern Foundation (1970-1989),Hong Kong,Afghanistan,0,0,0,0,draw,False,,,AFC Asian Cup qualification,2,True,Guangzhou,China PR,True,False,0,0,0,0
1984-09-16,1984,9,1980,Modern Foundation (1970-1989),Mauritius,Mozambique,0,0,0,0,draw,False,,,African Cup of Nations qualification,2,True,Curepipe,Mauritius,False,True,0,0,0,0
1984-09-17,1984,9,1980,Modern Foundation (1970-1989),China PR,Hong Kong,2,0,2,2,home_win,False,,,AFC Asian Cup qualification,2,True,Guangzhou,China PR,False,True,0,0,0,0
1984-09-17,1984,9,1980,Modern Foundation (1970-1989),Qatar,Jordan,2,0,2,2,home_win,False,,,AFC Asian Cup qualification,2,True,Guangzhou,China PR,True,False,0,0,0,0
1984-09-18,1984,9,1980,Modern Foundation (1970-1989),Mexico,Argentina,1,1,0,2,draw,False,,,Friendly,4,False,Monterrey,Mexico,False,True,0,0,0,0
1984-09-18,1984,9,1980,Modern Foundation (1970-1989),Nepal,Maldives,4,0,4,4,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,False,True,0,0,0,0
1984-09-18,1984,9,1980,Modern Foundation (1970-1989),Bangladesh,Bhutan,2,0,2,2,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,True,False,0,0,0,0
1984-09-19,1984,9,1980,Modern Foundation (1970-1989),Uruguay,Peru,2,0,2,2,home_win,False,,,Friendly,4,False,Montevideo,Uruguay,False,True,0,0,0,0
1984-09-19,1984,9,1980,Modern Foundation (1970-1989),Bangladesh,Maldives,5,0,5,5,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,True,False,0,0,0,0
1984-09-20,1984,9,1980,Modern Foundation (1970-1989),China PR,Qatar,1,0,1,1,home_win,False,,,AFC Asian Cup qualification,2,True,Guangzhou,China PR,False,True,0,0,0,0
1984-09-20,1984,9,1980,Modern Foundation (1970-1989),Jordan,Afghanistan,6,1,5,7,home_win,False,,,AFC Asian Cup qualification,2,True,Guangzhou,China PR,True,False,0,0,0,0
1984-09-20,1984,9,1980,Modern Foundation (1970-1989),Nepal,Bhutan,5,0,5,5,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,False,True,0,0,0,0
1984-09-21,1984,9,1980,Modern Foundation (1970-1989),Maldives,Bhutan,1,0,1,1,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,True,False,0,0,0,0
1984-09-21,1984,9,1980,Modern Foundation (1970-1989),Nepal,Bangladesh,0,5,-5,5,away_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,False,True,0,0,0,0
1984-09-23,1984,9,1980,Modern Foundation (1970-1989),Ghana,Gambia,3,1,2,4,home_win,False,,,Friendly,4,False,Accra,Ghana,False,True,0,0,0,0
1984-09-23,1984,9,1980,Modern Foundation (1970-1989),Niger,Ivory Coast,1,3,-2,4,away_win,False,,,Friendly,4,False,Niamey,Niger,False,True,0,0,0,0
1984-09-23,1984,9,1980,Modern Foundation (1970-1989),Nepal,Bangladesh,4,2,2,6,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,False,True,0,0,0,0
1984-09-25,1984,9,1980,Modern Foundation (1970-1989),Saudi Arabia,Iceland,1,2,-1,3,away_win,False,,,Friendly,4,False,Khobar,Saudi Arabia,False,True,0,0,0,0
1984-09-26,1984,9,1980,Modern Foundation (1970-1989),Denmark,Norway,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Copenhagen,Denmark,False,True,1,0,0,1
1984-09-26,1984,9,1980,Modern Foundation (1970-1989),Hungary,Austria,3,1,2,4,home_win,False,,,FIFA World Cup qualification,2,True,Budapest,Hungary,False,True,4,0,0,4
1984-09-26,1984,9,1980,Modern Foundation (1970-1989),Italy,Sweden,1,0,1,1,home_win,False,,,Friendly,4,False,Milan,Italy,False,True,0,0,0,0
1984-09-26,1984,9,1980,Modern Foundation (1970-1989),Poland,Turkey,2,0,2,2,home_win,False,,,Friendly,4,False,Słupsk,Poland,False,True,0,0,0,0
1984-09-26,1984,9,1980,Modern Foundation (1970-1989),Tunisia,Nigeria,5,0,5,5,home_win,False,,,Friendly,4,False,Tunis,Tunisia,False,True,0,0,0,0
1984-09-29,1984,9,1980,Modern Foundation (1970-1989),Curaçao,United States,0,0,0,0,draw,False,,,CONCACAF Championship qualification,2,True,Willemstad,Curaçao,False,True,0,0,0,0
1984-09-29,1984,9,1980,Modern Foundation (1970-1989),Yugoslavia,Bulgaria,0,0,0,0,draw,False,,,FIFA World Cup qualification,2,True,Belgrade,Yugoslavia,False,True,0,0,0,0
1984-09-30,1984,9,1980,Modern Foundation (1970-1989),Botswana,Angola,1,3,-2,4,away_win,False,,,Friendly,4,False,Gaborone,Botswana,False,True,0,0,0,0
1984-09-30,1984,9,1980,Modern Foundation (1970-1989),South Korea,Japan,1,2,-1,3,away_win,False,,,Friendly,4,False,Seoul,South Korea,False,True,0,0,0,0
1984-09-30,1984,9,1980,Modern Foundation (1970-1989),Mozambique,Mauritius,3,0,3,3,home_win,False,,,African Cup of Nations qualification,2,True,Maputo,Mozambique,False,True,0,0,0,0
1984-09-30,1984,9,1980,Modern Foundation (1970-1989),Zimbabwe,Egypt,1,1,0,2,draw,False,,,FIFA World Cup qualification,2,True,Harare,Zimbabwe,False,True,2,1,0,2
1984-10-03,1984,10,1980,Modern Foundation (1970-1989),Honduras,Guatemala,1,0,1,1,home_win,False,,,Friendly,4,False,Tegucigalpa,Honduras,False,True,0,0,0,0
1984-10-03,1984,10,1980,Modern Foundation (1970-1989),Peru,Uruguay,1,3,-2,4,away_win,False,,,Friendly,4,False,Lima,Peru,False,True,0,0,0,0
1984-10-04,1984,10,1980,Modern Foundation (1970-1989),South Korea,Cameroon,5,0,5,5,home_win,False,,,Friendly,4,False,Seoul,South Korea,False,True,0,0,0,0
1984-10-06,1984,10,1980,Modern Foundation (1970-1989),United States,Curaçao,4,0,4,4,home_win,False,,,CONCACAF Championship qualification,2,True,St. Louis,United States,False,True,0,0,0,0
1984-10-08,1984,10,1980,Modern Foundation (1970-1989),Saudi Arabia,Thailand,2,1,1,3,home_win,False,,,Friendly,4,False,Jeddah,Saudi Arabia,False,True,0,0,0,0
1984-10-09,1984,10,1980,Modern Foundation (1970-1989),Greece,Israel,2,2,0,4,draw,False,,,Friendly,4,False,Athens,Greece,False,True,0,0,0,0
1984-10-09,1984,10,1980,Modern Foundation (1970-1989),Mexico,Colombia,1,0,1,1,home_win,False,,,Friendly,4,False,Los Angeles,United States,True,False,0,0,0,0
1984-10-09,1984,10,1980,Modern Foundation (1970-1989),United States,El Salvador,3,1,2,4,home_win,False,,,Friendly,4,False,Los Angeles,United States,False,True,0,0,0,0
1984-10-10,1984,10,1980,Modern Foundation (1970-1989),German DR,Algeria,5,2,3,7,home_win,False,,,Friendly,4,False,Aue,German DR,False,True,0,0,0,0
1984-10-10,1984,10,1980,Modern Foundation (1970-1989),South Korea,Yemen,6,0,6,6,home_win,False,,,AFC Asian Cup qualification,2,True,Calcutta,India,True,False,0,0,0,0
1984-10-10,1984,10,1980,Modern Foundation (1970-1989),Norway,Russia,1,1,0,2,draw,False,,,FIFA World Cup qualification,2,True,Oslo,Norway,False,True,2,0,1,2
1984-10-10,1984,10,1980,Modern Foundation (1970-1989),Saudi Arabia,Thailand,1,3,-2,4,away_win,False,,,Friendly,4,False,Jeddah,Saudi Arabia,False,True,0,0,0,0
1984-10-11,1984,10,1980,Modern Foundation (1970-1989),El Salvador,Mexico,0,1,-1,1,away_win,False,,,Friendly,4,False,Los Angeles,United States,True,False,0,0,0,0
1984-10-11,1984,10,1980,Modern Foundation (1970-1989),Ivory Coast,Liberia,3,0,3,3,home_win,False,,,Friendly,4,False,Abidjan,Ivory Coast,False,True,0,0,0,0
1984-10-11,1984,10,1980,Modern Foundation (1970-1989),Malaysia,Pakistan,5,0,5,5,home_win,False,,,AFC Asian Cup qualification,2,True,Calcutta,India,True,False,0,0,0,0
1984-10-11,1984,10,1980,Modern Foundation (1970-1989),United States,Colombia,1,0,1,1,home_win,False,,,Friendly,4,False,Los Angeles,United States,False,True,0,0,0,0
1984-10-12,1984,10,1980,Modern Foundation (1970-1989),India,Yemen,4,0,4,4,home_win,False,,,AFC Asian Cup qualification,2,True,Calcutta,India,False,True,0,0,0,0
1984-10-13,1984,10,1980,Modern Foundation (1970-1989),Kenya,Ethiopia,2,1,1,3,home_win,False,,,FIFA World Cup qualification,2,True,Nairobi,Kenya,False,True,3,0,0,3
1984-10-13,1984,10,1980,Modern Foundation (1970-1989),South Korea,Pakistan,6,0,6,6,home_win,False,,,AFC Asian Cup qualification,2,True,Calcutta,India,True,False,0,0,0,0
1984-10-13,1984,10,1980,Modern Foundation (1970-1989),Luxembourg,France,0,4,-4,4,away_win,False,,,FIFA World Cup qualification,2,True,Luxembourg,Luxembourg,False,True,4,0,0,3
1984-10-13,1984,10,1980,Modern Foundation (1970-1989),Tanzania,Sudan,1,1,0,2,draw,False,,,FIFA World Cup qualification,2,True,Mwanza,Tanzania,False,True,2,0,0,2
1984-10-14,1984,10,1980,Modern Foundation (1970-1989),Guatemala,United States,4,0,4,4,home_win,False,,,Friendly,4,False,Guatemala City,Guatemala,False,True,0,0,0,0
1984-10-14,1984,10,1980,Modern Foundation (1970-1989),India,Malaysia,2,1,1,3,home_win,False,,,AFC Asian Cup qualification,2,True,Calcutta,India,False,True,0,0,0,0
1984-10-14,1984,10,1980,Modern Foundation (1970-1989),Portugal,Czechoslovakia,2,1,1,3,home_win,False,,,FIFA World Cup qualification,2,True,Porto,Portugal,False,True,3,0,0,3
1984-10-14,1984,10,1980,Modern Foundation (1970-1989),Zimbabwe,Eswatini,3,0,3,3,home_win,False,,,African Cup of Nations qualification,2,True,Bulawayo,Zimbabwe,False,True,0,0,0,0
1984-10-15,1984,10,1980,Modern Foundation (1970-1989),Congo,Benin,0,2,-2,2,away_win,False,,,Friendly,4,False,Brazzaville,Congo,False,True,0,0,0,0
1984-10-15,1984,10,1980,Modern Foundation (1970-1989),Pakistan,Yemen,4,1,3,5,home_win,False,,,AFC Asian Cup qualification,2,True,Calcutta,India,True,False,0,0,0,0
1984-10-16,1984,10,1980,Modern Foundation (1970-1989),Algeria,Canada,1,0,1,1,home_win,False,,,Friendly,4,False,Algiers,Algeria,False,True,0,0,0,0
1984-10-16,1984,10,1980,Modern Foundation (1970-1989),South Korea,Malaysia,0,0,0,0,draw,False,,,AFC Asian Cup qualification,2,True,Calcutta,India,True,False,0,0,0,0
1984-10-16,1984,10,1980,Modern Foundation (1970-1989),Northern Ireland,Israel,3,0,3,3,home_win,False,,,Friendly,4,False,Belfast,Northern Ireland,False,True,0,0,0,0
1984-10-16,1984,10,1980,Modern Foundation (1970-1989),Turkey,Bulgaria,0,0,0,0,draw,False,,,Friendly,4,False,Istanbul,Turkey,False,True,0,0,0,0
1984-10-17,1984,10,1980,Modern Foundation (1970-1989),Belgium,Albania,3,1,2,4,home_win,False,,,FIFA World Cup qualification,2,True,Brussels,Belgium,False,True,4,0,0,4
1984-10-17,1984,10,1980,Modern Foundation (1970-1989),England,Finland,5,0,5,5,home_win,False,,,FIFA World Cup qualification,2,True,London,England,False,True,5,0,0,4
1984-10-17,1984,10,1980,Modern Foundation (1970-1989),Germany,Sweden,2,0,2,2,home_win,False,,,FIFA World Cup qualification,2,True,Cologne,Germany,False,True,2,0,0,2
1984-10-17,1984,10,1980,Modern Foundation (1970-1989),India,Pakistan,2,0,2,2,home_win,False,,,AFC Asian Cup qualification,2,True,Calcutta,India,False,True,0,0,0,0
1984-10-17,1984,10,1980,Modern Foundation (1970-1989),Mexico,United States,2,1,1,3,home_win,False,,,Friendly,4,False,Nezahualcóyotl,Mexico,False,True,0,0,0,0
1984-10-17,1984,10,1980,Modern Foundation (1970-1989),Netherlands,Hungary,1,2,-1,3,away_win,False,,,FIFA World Cup qualification,2,True,Rotterdam,Netherlands,False,True,3,0,0,3
1984-10-17,1984,10,1980,Modern Foundation (1970-1989),Norway,Republic of Ireland,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Oslo,Norway,False,True,1,0,0,1
1984-10-17,1984,10,1980,Modern Foundation (1970-1989),Poland,Greece,3,1,2,4,home_win,False,,,FIFA World Cup qualification,2,True,Zabrze,Poland,False,True,4,0,0,3
1984-10-17,1984,10,1980,Modern Foundation (1970-1989),Scotland,Iceland,3,0,3,3,home_win,False,,,FIFA World Cup qualification,2,True,Glasgow,Scotland,False,True,3,0,0,2
1984-10-17,1984,10,1980,Modern Foundation (1970-1989),Spain,Wales,3,0,3,3,home_win,False,,,FIFA World Cup qualification,2,True,Seville,Spain,False,True,3,0,0,3
1984-10-17,1984,10,1980,Modern Foundation (1970-1989),Switzerland,Denmark,1,0,1,1,home_win,False,,,FIFA World Cup qualification,2,True,Bern,Switzerland,False,True,1,0,0,1
1984-10-18,1984,10,1980,Modern Foundation (1970-1989),Fiji,New Zealand,1,2,-1,3,away_win,False,,,Friendly,4,False,Lautoka,Fiji,False,True,0,0,0,0
1984-10-18,1984,10,1980,Modern Foundation (1970-1989),Malaysia,Yemen,4,1,3,5,home_win,False,,,AFC Asian Cup qualification,2,True,Calcutta,India,True,False,0,0,0,0
1984-10-19,1984,10,1980,Modern Foundation (1970-1989),India,South Korea,0,1,-1,1,away_win,False,,,AFC Asian Cup qualification,2,True,Calcutta,India,False,True,0,0,0,0
1984-10-19,1984,10,1980,Modern Foundation (1970-1989),Saudi Arabia,Nepal,7,0,7,7,home_win,False,,,AFC Asian Cup qualification,2,True,Jeddah,Saudi Arabia,False,True,0,0,0,0
1984-10-20,1984,10,1980,Modern Foundation (1970-1989),Fiji,New Zealand,1,1,0,2,draw,False,,,Friendly,4,False,Suva,Fiji,False,True,0,0,0,0
1984-10-20,1984,10,1980,Modern Foundation (1970-1989),German DR,Yugoslavia,2,3,-1,5,away_win,False,,,FIFA World Cup qualification,2,True,Leipzig,German DR,False,True,5,0,0,5
1984-10-20,1984,10,1980,Modern Foundation (1970-1989),Nigeria,Liberia,3,0,3,3,home_win,False,,,FIFA World Cup qualification,2,True,Lagos,Nigeria,False,True,3,0,0,2
1984-10-20,1984,10,1980,Modern Foundation (1970-1989),Oman,Sri Lanka,1,1,0,2,draw,False,,,AFC Asian Cup qualification,2,True,Jeddah,Saudi Arabia,True,False,0,0,0,0
1984-10-21,1984,10,1980,Modern Foundation (1970-1989),Ivory Coast,Gambia,4,0,4,4,home_win,False,,,FIFA World Cup qualification,2,True,Abidjan,Ivory Coast,False,True,4,0,0,3
1984-10-21,1984,10,1980,Modern Foundation (1970-1989),Tunisia,Canada,2,0,2,2,home_win,False,,,Friendly,4,False,Tunis,Tunisia,False,True,0,0,0,0
1984-10-22,1984,10,1980,Modern Foundation (1970-1989),Saudi Arabia,United Arab Emirates,1,0,1,1,home_win,False,,,AFC Asian Cup qualification,2,True,Jeddah,Saudi Arabia,False,True,0,0,0,0
1984-10-22,1984,10,1980,Modern Foundation (1970-1989),Sri Lanka,Nepal,4,0,4,4,home_win,False,,,AFC Asian Cup qualification,2,True,Jeddah,Saudi Arabia,True,False,0,0,0,0
1984-10-24,1984,10,1980,Modern Foundation (1970-1989),Morocco,Canada,3,2,1,5,home_win,False,,,Friendly,4,False,Rabat,Morocco,False,True,0,0,0,0
1984-10-24,1984,10,1980,Modern Foundation (1970-1989),Saudi Arabia,Sri Lanka,5,0,5,5,home_win,False,,,AFC Asian Cup qualification,2,True,Jeddah,Saudi Arabia,False,True,0,0,0,0
1984-10-24,1984,10,1980,Modern Foundation (1970-1989),United Arab Emirates,Oman,8,0,8,8,home_win,False,,,AFC Asian Cup qualification,2,True,Jeddah,Saudi Arabia,True,False,0,0,0,0
1984-10-25,1984,10,1980,Modern Foundation (1970-1989),Argentina,Mexico,1,1,0,2,draw,False,,,Friendly,4,False,Buenos Aires,Argentina,False,True,0,0,0,0
1984-10-26,1984,10,1980,Modern Foundation (1970-1989),Saudi Arabia,Oman,6,0,6,6,home_win,False,,,AFC Asian Cup qualification,2,True,Jeddah,Saudi Arabia,False,True,0,0,0,0
1984-10-26,1984,10,1980,Modern Foundation (1970-1989),United Arab Emirates,Nepal,11,0,11,11,home_win,False,,,AFC Asian Cup qualification,2,True,Jeddah,Saudi Arabia,True,False,0,0,0,0
1984-10-27,1984,10,1980,Modern Foundation (1970-1989),Sudan,Tanzania,0,0,0,0,draw,False,,,FIFA World Cup qualification,2,True,Khartoum,Sudan,False,True,0,0,0,0
1984-10-28,1984,10,1980,Modern Foundation (1970-1989),Benin,Tunisia,0,2,-2,2,away_win,False,,,FIFA World Cup qualification,2,True,Cotonou,Benin,False,True,2,0,0,2
1984-10-28,1984,10,1980,Modern Foundation (1970-1989),Chile,Mexico,1,0,1,1,home_win,False,,,Friendly,4,False,Santiago,Chile,False,True,0,0,0,0
1984-10-28,1984,10,1980,Modern Foundation (1970-1989),Ethiopia,Kenya,3,3,0,6,draw,False,,,FIFA World Cup qualification,2,True,Addis Ababa,Ethiopia,False,True,6,0,0,6
1984-10-28,1984,10,1980,Modern Foundation (1970-1989),Oman,Nepal,8,0,8,8,home_win,False,,,AFC Asian Cup qualification,2,True,Jeddah,Saudi Arabia,True,False,0,0,0,0
1984-10-28,1984,10,1980,Modern Foundation (1970-1989),United Arab Emirates,Sri Lanka,5,1,4,6,home_win,False,,,AFC Asian Cup qualification,2,True,Jeddah,Saudi Arabia,True,False,0,0,0,0
1984-10-31,1984,10,1980,Modern Foundation (1970-1989),Czechoslovakia,Malta,4,0,4,4,home_win,False,,,FIFA World Cup qualification,2,True,Prague,Czechoslovakia,False,True,4,0,1,3
1984-10-31,1984,10,1980,Modern Foundation (1970-1989),Poland,Albania,2,2,0,4,draw,False,,,FIFA World Cup qualification,2,True,Mielec,Poland,False,True,4,0,0,4
