date,year,month,decade,era,home_team,away_team,home_score,away_score,goal_diff,total_goals,result,went_to_shootout,shootout_winner,shootout_first_shooter,tournament,tournament_tier,is_high_stakes,city,country,neutral,has_home_advantage,total_goals_recorded,own_goals_count,penalties_count,unique_scorers
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Iceland,Ukraine,0,1,-1,1,away_win,False,,,UEFA Euro qualification,2,True,Reykjavík,Iceland,False,True,1,0,1,1
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Israel,San Marino,8,0,8,8,home_win,False,,,UEFA Euro qualification,2,True,Ramat Gan,Israel,False,True,8,0,0,5
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Italy,Denmark,2,3,-1,5,away_win,False,,,UEFA Euro qualification,2,True,Naples,Italy,False,True,5,0,1,5
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Jamaica,United States,2,2,0,4,draw,False,,,Friendly,4,False,Kingston,Jamaica,False,True,0,0,0,0
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Japan,Iran,1,1,0,2,draw,False,,,Friendly,4,False,Yokohama,Japan,False,True,0,0,0,0
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Luxembourg,Sweden,0,1,-1,1,away_win,False,,,UEFA Euro qualification,2,True,Luxembourg,Luxembourg,False,True,1,0,0,1
1999-09-08,1999,9,1990,Globalization Era (1990-2009),North Macedonia,Serbia,2,4,-2,6,away_win,False,,,UEFA Euro qualification,2,True,Skopje,North Macedonia,False,True,6,1,0,6
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Malta,Republic of Ireland,2,3,-1,5,away_win,False,,,UEFA Euro qualification,2,True,Attard,Malta,False,True,5,0,1,5
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Moldova,Turkey,1,1,0,2,draw,False,,,UEFA Euro qualification,2,True,Chișinău,Moldova,False,True,2,0,0,2
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Norway,Slovenia,4,0,4,4,home_win,False,,,UEFA Euro qualification,2,True,Oslo,Norway,False,True,4,1,0,4
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Poland,England,0,0,0,0,draw,False,,,UEFA Euro qualification,2,True,Warsaw,Poland,False,True,0,0,0,0
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Romania,Portugal,1,1,0,2,draw,False,,,UEFA Euro qualification,2,True,Bucharest,Romania,False,True,2,0,0,2
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Slovakia,Liechtenstein,2,0,2,2,home_win,False,,,UEFA Euro qualification,2,True,Dubnica nad Váhom,Slovakia,False,True,2,0,0,2
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Spain,Cyprus,8,0,8,8,home_win,False,,,UEFA Euro qualification,2,True,Badajoz,Spain,False,True,8,0,0,4
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Switzerland,Belarus,2,0,2,2,home_win,False,,,UEFA Euro qualification,2,True,Lausanne,Switzerland,False,True,2,0,1,1
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Trinidad and Tobago,Colombia,4,3,1,7,home_win,False,,,Friendly,4,False,Miami,United States,True,False,0,0,0,0
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Uruguay,Venezuela,2,0,2,2,home_win,False,,,Friendly,4,False,Montevideo,Uruguay,False,True,0,0,0,0
1999-09-08,1999,9,1990,Globalization Era (1990-2009),Zambia,Saudi Arabia,0,0,0,0,draw,False,,,Friendly,4,False,Harare,Zimbabwe,True,False,0,0,0,0
1999-09-09,1999,9,1990,Globalization Era (1990-2009),Bermuda,Cayman Islands,3,1,2,4,home_win,False,,,Friendly,4,False,Hamilton,Bermuda,False,True,0,0,0,0
1999-09-09,1999,9,1990,Globalization Era (1990-2009),Dominica,Saint Lucia,0,2,-2,2,away_win,False,,,Friendly,4,False,Georgetown,Guyana,True,False,0,0,0,0
1999-09-11,1999,9,1990,Globalization Era (1990-2009),Bermuda,Cayman Islands,1,0,1,1,home_win,False,,,Friendly,4,False,Hamilton,Bermuda,False,True,0,0,0,0
1999-09-11,1999,9,1990,Globalization Era (1990-2009),Zambia,Saudi Arabia,1,2,-1,3,away_win,False,,,Friendly,4,False,Harare,Zimbabwe,True,False,0,0,0,0
1999-09-19,1999,9,1990,Globalization Era (1990-2009),South Africa,Saudi Arabia,1,0,1,1,home_win,False,,,Friendly,4,False,Cape Town,South Africa,False,True,0,0,0,0
1999-09-22,1999,9,1990,Globalization Era (1990-2009),Cayman Islands,Bahamas,4,0,4,4,home_win,False,,,Friendly,4,False,George Town,Cayman Islands,False,True,0,0,0,0
1999-09-24,1999,9,1990,Globalization Era (1990-2009),Sri Lanka,Maldives,0,4,-4,4,away_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,True,False,0,0,0,0
1999-09-26,1999,9,1990,Globalization Era (1990-2009),Angola,Namibia,1,0,1,1,home_win,False,,,COSAFA Cup,3,False,Luanda,Angola,False,True,0,0,0,0
1999-09-26,1999,9,1990,Globalization Era (1990-2009),India,Pakistan,5,2,3,7,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,True,False,0,0,0,0
1999-09-26,1999,9,1990,Globalization Era (1990-2009),Nepal,Bhutan,7,0,7,7,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,False,True,0,0,0,0
1999-09-27,1999,9,1990,Globalization Era (1990-2009),Bangladesh,Maldives,1,2,-1,3,away_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,True,False,0,0,0,0
1999-09-28,1999,9,1990,Globalization Era (1990-2009),Haiti,Venezuela,3,2,1,5,home_win,False,,,Friendly,4,False,Port-au-Prince,Haiti,False,True,0,0,0,0
1999-09-28,1999,9,1990,Globalization Era (1990-2009),India,Bhutan,3,0,3,3,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,True,False,0,0,0,0
1999-09-28,1999,9,1990,Globalization Era (1990-2009),Nepal,Pakistan,3,1,2,4,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,False,True,0,0,0,0
1999-09-29,1999,9,1990,Globalization Era (1990-2009),Bangladesh,Sri Lanka,1,0,1,1,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,True,False,0,0,0,0
1999-09-30,1999,9,1990,Globalization Era (1990-2009),Saudi Arabia,South Africa,0,0,0,0,draw,False,,,Friendly,4,False,Riyadh,Saudi Arabia,False,True,0,0,0,0
1999-09-30,1999,9,1990,Globalization Era (1990-2009),Nepal,India,0,4,-4,4,away_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,False,True,0,0,0,0
1999-09-30,1999,9,1990,Globalization Era (1990-2009),Pakistan,Bhutan,2,1,1,3,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,True,False,0,0,0,0
1999-10-02,1999,10,1990,Globalization Era (1990-2009),Namibia,Angola,1,1,0,2,draw,False,,,COSAFA Cup,3,False,Windhoek,Namibia,False,True,0,0,0,0
1999-10-02,1999,10,1990,Globalization Era (1990-2009),Nepal,Maldives,2,1,1,3,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,False,True,0,0,0,0
1999-10-02,1999,10,1990,Globalization Era (1990-2009),India,Bangladesh,0,1,-1,1,away_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,True,False,0,0,0,0
1999-10-04,1999,10,1990,Globalization Era (1990-2009),India,Maldives,3,1,2,4,home_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,True,False,0,0,0,0
1999-10-04,1999,10,1990,Globalization Era (1990-2009),Nepal,Bangladesh,0,1,-1,1,away_win,False,,,South Asian Games,3,False,Kathmandu,Nepal,False,True,0,0,0,0
1999-10-05,1999,10,1990,Globalization Era (1990-2009),Scotland,Bosnia and Herzegovina,1,0,1,1,home_win,False,,,UEFA Euro qualification,2,True,Glasgow,Scotland,False,True,1,0,1,1
1999-10-06,1999,10,1990,Globalization Era (1990-2009),Canada,Cuba,0,0,0,0,draw,False,,,Gold Cup qualification,2,True,Los Angeles,United States,True,False,0,0,0,0
1999-10-06,1999,10,1990,Globalization Era (1990-2009),El Salvador,Haiti,1,1,0,2,draw,False,,,Gold Cup qualification,2,True,Los Angeles,United States,True,False,0,0,0,0
1999-10-06,1999,10,1990,Globalization Era (1990-2009),Greece,Albania,2,0,2,2,home_win,False,,,UEFA Euro qualification,2,True,Athens,Greece,False,True,2,0,0,2
1999-10-08,1999,10,1990,Globalization Era (1990-2009),Canada,El Salvador,2,1,1,3,home_win,False,,,Gold Cup qualification,2,True,Los Angeles,United States,True,False,0,0,0,0
1999-10-08,1999,10,1990,Globalization Era (1990-2009),Cuba,Haiti,0,1,-1,1,away_win,False,,,Gold Cup qualification,2,True,Los Angeles,United States,True,False,0,0,0,0
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Albania,Georgia,2,1,1,3,home_win,False,,,UEFA Euro qualification,2,True,Tirana,Albania,False,True,3,0,0,3
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Andorra,Armenia,0,3,-3,3,away_win,False,,,UEFA Euro qualification,2,True,Sant Julià de Lòria,Andorra,False,True,3,0,0,3
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Azerbaijan,Slovakia,0,1,-1,1,away_win,False,,,UEFA Euro qualification,2,True,Baku,Azerbaijan,False,True,1,0,0,1
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Belarus,Italy,0,0,0,0,draw,False,,,UEFA Euro qualification,2,True,Minsk,Belarus,False,True,0,0,0,0
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Croatia,Serbia,2,2,0,4,draw,False,,,UEFA Euro qualification,2,True,Zagreb,Croatia,False,True,4,0,0,4
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Czech Republic,Faroe Islands,2,0,2,2,home_win,False,,,UEFA Euro qualification,2,True,Prague,Czech Republic,False,True,2,0,0,2
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Estonia,Bosnia and Herzegovina,1,4,-3,5,away_win,False,,,UEFA Euro qualification,2,True,Tallinn,Estonia,False,True,5,0,0,2
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Finland,Northern Ireland,4,1,3,5,home_win,False,,,UEFA Euro qualification,2,True,Helsinki,Finland,False,True,5,0,0,4
1999-10-09,1999,10,1990,Globalization Era (1990-2009),France,Iceland,3,2,1,5,home_win,False,,,UEFA Euro qualification,2,True,Saint-Denis,France,False,True,5,1,0,5
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Germany,Turkey,0,0,0,0,draw,False,,,UEFA Euro qualification,2,True,Munich,Germany,False,True,0,0,0,0
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Latvia,Norway,1,2,-1,3,away_win,False,,,UEFA Euro qualification,2,True,Riga,Latvia,False,True,3,0,0,3
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Liechtenstein,Romania,0,3,-3,3,away_win,False,,,UEFA Euro qualification,2,True,Vaduz,Liechtenstein,False,True,3,0,0,2
1999-10-09,1999,10,1990,Globalization Era (1990-2009),North Macedonia,Republic of Ireland,1,1,0,2,draw,False,,,UEFA Euro qualification,2,True,Skopje,North Macedonia,False,True,2,0,0,2
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Netherlands,Brazil,2,2,0,4,draw,False,,,Friendly,4,False,Amsterdam,Netherlands,False,True,0,0,0,0
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Portugal,Hungary,3,0,3,3,home_win,False,,,UEFA Euro qualification,2,True,Lisbon,Portugal,False,True,3,0,1,3
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Russia,Ukraine,1,1,0,2,draw,False,,,UEFA Euro qualification,2,True,Moscow,Russia,False,True,2,0,0,2
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Scotland,Lithuania,3,0,3,3,home_win,False,,,UEFA Euro qualification,2,True,Glasgow,Scotland,False,True,3,0,0,3
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Slovenia,Greece,0,3,-3,3,away_win,False,,,UEFA Euro qualification,2,True,Maribor,Slovenia,False,True,3,0,0,3
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Sweden,Poland,2,0,2,2,home_win,False,,,UEFA Euro qualification,2,True,Solna,Sweden,False,True,2,0,0,2
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Wales,Switzerland,0,2,-2,2,away_win,False,,,UEFA Euro qualification,2,True,Wrexham,Wales,False,True,2,0,0,2
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Austria,Cyprus,3,1,2,4,home_win,False,,,UEFA Euro qualification,2,True,Vienna,Austria,False,True,4,0,0,4
1999-10-09,1999,10,1990,Globalization Era (1990-2009),Bulgaria,Luxembourg,3,0,3,3,home_win,False,,,UEFA Euro qualification,2,True,Sofia,Bulgaria,False,True,3,0,0,3
1999-10-10,1999,10,1990,Globalization Era (1990-2009),Canada,Haiti,2,1,1,3,home_win,False,,,Gold Cup qualification,2,True,Los Angeles,United States,True,False,0,0,0,0
1999-10-10,1999,10,1990,Globalization Era (1990-2009),Cuba,El Salvador,3,1,2,4,home_win,False,,,Gold Cup qualification,2,True,Los Angeles,United States,True,False,0,0,0,0
1999-10-10,1999,10,1990,Globalization Era (1990-2009),Denmark,Iran,0,0,0,0,draw,False,,,Friendly,4,False,Copenhagen,Denmark,False,True,0,0,0,0
1999-10-10,1999,10,1990,Globalization Era (1990-2009),England,Belgium,2,1,1,3,home_win,False,,,Friendly,4,False,Sunderland,England,False,True,0,0,0,0
1999-10-10,1999,10,1990,Globalization Era (1990-2009),Spain,Israel,3,0,3,3,home_win,False,,,UEFA Euro qualification,2,True,Albacete,Spain,False,True,3,0,0,3
1999-10-12,1999,10,1990,Globalization Era (1990-2009),Hong Kong,Mauritius,4,3,1,7,home_win,False,,,Friendly,4,False,Victoria,Hong Kong,False,True,0,0,0,0
1999-10-12,1999,10,1990,Globalization Era (1990-2009),Panama,Trinidad and Tobago,2,2,0,4,draw,False,,,Friendly,4,False,Panama City,Panama,False,True,0,0,0,0
1999-10-12,1999,10,1990,Globalization Era (1990-2009),Uruguay,Ecuador,0,0,0,0,draw,False,,,Friendly,4,False,Montevideo,Uruguay,False,True,0,0,0,0
1999-10-13,1999,10,1990,Globalization Era (1990-2009),Argentina,Colombia,2,1,1,3,home_win,False,,,Friendly,4,False,Córdoba,Argentina,False,True,0,0,0,0
1999-10-13,1999,10,1990,Globalization Era (1990-2009),Mexico,Paraguay,0,1,-1,1,away_win,False,,,Friendly,4,False,Chicago,United States,True,False,0,0,0,0
1999-10-15,1999,10,1990,Globalization Era (1990-2009),Guatemala,Paraguay,0,0,0,0,draw,False,,,Friendly,4,False,Guatemala City,Guatemala,False,True,0,0,0,0
1999-10-16,1999,10,1990,Globalization Era (1990-2009),Tunisia,United Arab Emirates,1,0,1,1,home_win,False,,,Friendly,4,False,Tunis,Tunisia,False,True,0,0,0,0
1999-10-18,1999,10,1990,Globalization Era (1990-2009),Hong Kong,Cambodia,4,1,3,5,home_win,False,,,AFC Asian Cup qualification,2,True,Victoria,Hong Kong,False,True,0,0,0,0
1999-10-20,1999,10,1990,Globalization Era (1990-2009),Mexico,Colombia,0,0,0,0,draw,False,,,Friendly,4,False,San Diego,United States,True,False,0,0,0,0
1999-10-24,1999,10,1990,Globalization Era (1990-2009),Cayman Islands,Jamaica,1,4,-3,5,away_win,False,,,Friendly,4,False,George Town,Cayman Islands,False,True,0,0,0,0
1999-10-24,1999,10,1990,Globalization Era (1990-2009),Hong Kong,Indonesia,1,1,0,2,draw,False,,,AFC Asian Cup qualification,2,True,Victoria,Hong Kong,False,True,0,0,0,0
1999-10-27,1999,10,1990,Globalization Era (1990-2009),Mexico,Ecuador,0,0,0,0,draw,False,,,Friendly,4,False,Houston,United States,True,False,0,0,0,0
1999-10-30,1999,10,1990,Globalization Era (1990-2009),Cambodia,Indonesia,1,5,-4,6,away_win,False,,,AFC Asian Cup qualification,2,True,Phnom Penh,Cambodia,False,True,0,0,0,0
1999-10-30,1999,10,1990,Globalization Era (1990-2009),DR Congo,Congo,1,1,0,2,draw,False,,,Friendly,4,False,Kinshasa,DR Congo,False,True,0,0,0,0
1999-10-30,1999,10,1990,Globalization Era (1990-2009),Iraq,Estonia,1,1,0,2,draw,False,,,United Arab Emirates Friendship Tournament,3,False,Abu Dhabi,United Arab Emirates,True,False,0,0,0,0
1999-10-30,1999,10,1990,Globalization Era (1990-2009),Ivory Coast,Gabon,0,1,-1,1,away_win,False,,,Friendly,4,False,Abidjan,Ivory Coast,False,True,0,0,0,0
1999-10-30,1999,10,1990,Globalization Era (1990-2009),United Arab Emirates,Turkmenistan,3,1,2,4,home_win,False,,,United Arab Emirates Friendship Tournament,3,False,Abu Dhabi,United Arab Emirates,False,True,0,0,0,0
1999-10-31,1999,10,1990,Globalization Era (1990-2009),Tunisia,Zambia,2,1,1,3,home_win,False,,,Friendly,4,False,Tunis,Tunisia,False,True,0,0,0,0
1999-11-01,1999,11,1990,Globalization Era (1990-2009),Iraq,Turkmenistan,3,0,3,3,home_win,False,,,United Arab Emirates Friendship Tournament,3,False,Abu Dhabi,United Arab Emirates,True,False,0,0,0,0
1999-11-01,1999,11,1990,Globalization Era (1990-2009),United Arab Emirates,Estonia,2,2,0,4,draw,False,,,United Arab Emirates Friendship Tournament,3,False,Abu Dhabi,United Arab Emirates,False,True,0,0,0,0
1999-11-02,1999,11,1990,Globalization Era (1990-2009),Tunisia,Zambia,0,0,0,0,draw,False,,,Friendly,4,False,Tunis,Tunisia,False,True,0,0,0,0
1999-11-03,1999,11,1990,Globalization Era (1990-2009),Bolivia,Paraguay,0,0,0,0,draw,False,,,Copa Paz del Chaco,3,False,Buenos Aires,Argentina,True,False,0,0,0,0
1999-11-03,1999,11,1990,Globalization Era (1990-2009),Turkmenistan,Estonia,1,1,0,2,draw,False,,,United Arab Emirates Friendship Tournament,3,False,Abu Dhabi,United Arab Emirates,True,False,0,0,0,0
1999-11-03,1999,11,1990,Globalization Era (1990-2009),United Arab Emirates,Iraq,2,2,0,4,draw,False,,,United Arab Emirates Friendship Tournament,3,False,Abu Dhabi,United Arab Emirates,False,True,0,0,0,0
1999-11-07,1999,11,1990,Globalization Era (1990-2009),Burkina Faso,Togo,1,0,1,1,home_win,False,,,Friendly,4,False,Ouagadougou,Burkina Faso,False,True,0,0,0,0
1999-11-07,1999,11,1990,Globalization Era (1990-2009),Cambodia,Hong Kong,0,1,-1,1,away_win,False,,,AFC Asian Cup qualification,2,True,Phnom Penh,Cambodia,False,True,0,0,0,0
1999-11-07,1999,11,1990,Globalization Era (1990-2009),Gabon,Equatorial Guinea,4,0,4,4,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,False,True,0,0,0,0
1999-11-08,1999,11,1990,Globalization Era (1990-2009),Central African Republic,Chad,4,1,3,5,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,True,False,0,0,0,0
1999-11-10,1999,11,1990,Globalization Era (1990-2009),Burkina Faso,Togo,1,1,0,2,draw,False,,,Friendly,4,False,Ouagadougou,Burkina Faso,False,True,0,0,0,0
1999-11-10,1999,11,1990,Globalization Era (1990-2009),Chad,São Tomé and Príncipe,5,0,5,5,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,True,False,0,0,0,0
1999-11-10,1999,11,1990,Globalization Era (1990-2009),Congo,Equatorial Guinea,2,1,1,3,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,True,False,0,0,0,0
1999-11-10,1999,11,1990,Globalization Era (1990-2009),Gabon,Central African Republic,1,0,1,1,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,False,True,0,0,0,0
1999-11-11,1999,11,1990,Globalization Era (1990-2009),Congo,Chad,0,2,-2,2,away_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,True,False,0,0,0,0
1999-11-11,1999,11,1990,Globalization Era (1990-2009),Equatorial Guinea,Central African Republic,4,2,2,6,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,True,False,0,0,0,0
1999-11-11,1999,11,1990,Globalization Era (1990-2009),Gabon,São Tomé and Príncipe,1,0,1,1,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,False,True,0,0,0,0
1999-11-12,1999,11,1990,Globalization Era (1990-2009),Congo,São Tomé and Príncipe,1,0,1,1,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,True,False,0,0,0,0
1999-11-12,1999,11,1990,Globalization Era (1990-2009),Egypt,Ghana,1,2,-1,3,away_win,False,,,Friendly,4,False,Cairo,Egypt,False,True,0,0,0,0
1999-11-13,1999,11,1990,Globalization Era (1990-2009),Central African Republic,São Tomé and Príncipe,3,0,3,3,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,True,False,0,0,0,0
1999-11-13,1999,11,1990,Globalization Era (1990-2009),Chad,Equatorial Guinea,1,0,1,1,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,True,False,0,0,0,0
1999-11-13,1999,11,1990,Globalization Era (1990-2009),France,Croatia,3,0,3,3,home_win,False,,,Friendly,4,False,Saint-Denis,France,False,True,0,0,0,0
1999-11-13,1999,11,1990,Globalization Era (1990-2009),Gabon,Congo,0,0,0,0,draw,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,False,True,0,0,0,0
1999-11-13,1999,11,1990,Globalization Era (1990-2009),Greece,Nigeria,2,0,2,2,home_win,False,,,Friendly,4,False,Kilkís,Greece,False,True,0,0,0,0
1999-11-13,1999,11,1990,Globalization Era (1990-2009),Republic of Ireland,Turkey,1,1,0,2,draw,False,,,UEFA Euro qualification,2,True,Dublin,Republic of Ireland,False,True,2,0,1,2
1999-11-13,1999,11,1990,Globalization Era (1990-2009),Israel,Denmark,0,5,-5,5,away_win,False,,,UEFA Euro qualification,2,True,Ramat Gan,Israel,False,True,5,0,0,4
1999-11-13,1999,11,1990,Globalization Era (1990-2009),Italy,Belgium,1,3,-2,4,away_win,False,,,Friendly,4,False,Lecce,Italy,False,True,0,0,0,0
1999-11-13,1999,11,1990,Globalization Era (1990-2009),Netherlands,Czech Republic,1,1,0,2,draw,False,,,Friendly,4,False,Eindhoven,Netherlands,False,True,0,0,0,0
1999-11-13,1999,11,1990,Globalization Era (1990-2009),Scotland,England,0,2,-2,2,away_win,False,,,UEFA Euro qualification,2,True,Glasgow,Scotland,False,True,2,0,0,1
1999-11-13,1999,11,1990,Globalization Era (1990-2009),Slovenia,Ukraine,2,1,1,3,home_win,False,,,UEFA Euro qualification,2,True,Ljubljana,Slovenia,False,True,3,0,0,3
1999-11-13,1999,11,1990,Globalization Era (1990-2009),Spain,Brazil,0,0,0,0,draw,False,,,Friendly,4,False,Vigo,Spain,False,True,0,0,0,0
1999-11-14,1999,11,1990,Globalization Era (1990-2009),Central African Republic,Congo,4,2,2,6,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,True,False,0,0,0,0
1999-11-14,1999,11,1990,Globalization Era (1990-2009),Gabon,Chad,2,0,2,2,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,False,True,0,0,0,0
1999-11-14,1999,11,1990,Globalization Era (1990-2009),Indonesia,Hong Kong,3,1,2,4,home_win,False,,,AFC Asian Cup qualification,2,True,Jakarta,Indonesia,False,True,0,0,0,0
1999-11-14,1999,11,1990,Globalization Era (1990-2009),Norway,Germany,0,1,-1,1,away_win,False,,,Friendly,4,False,Oslo,Norway,False,True,0,0,0,0
1999-11-14,1999,11,1990,Globalization Era (1990-2009),São Tomé and Príncipe,Equatorial Guinea,2,0,2,2,home_win,False,,,UNIFFAC Cup,3,False,Libreville,Gabon,True,False,0,0,0,0
1999-11-15,1999,11,1990,Globalization Era (1990-2009),Namibia,Egypt,0,1,-1,1,away_win,False,,,Friendly,4,False,Windhoek,Namibia,False,True,0,0,0,0
1999-11-17,1999,11,1990,Globalization Era (1990-2009),Denmark,Israel,3,0,3,3,home_win,False,,,UEFA Euro qualification,2,True,Copenhagen,Denmark,False,True,3,0,0,3
1999-11-17,1999,11,1990,Globalization Era (1990-2009),England,Scotland,0,1,-1,1,away_win,False,,,UEFA Euro qualification,2,True,London,England,False,True,1,0,0,1
1999-11-17,1999,11,1990,Globalization Era (1990-2009),Greece,Bulgaria,1,0,1,1,home_win,False,,,Friendly,4,False,Kozáni,Greece,False,True,0,0,0,0
1999-11-17,1999,11,1990,Globalization Era (1990-2009),Honduras,Trinidad and Tobago,3,2,1,5,home_win,False,,,Friendly,4,False,San Pedro Sula,Honduras,False,True,0,0,0,0
1999-11-17,1999,11,1990,Globalization Era (1990-2009),Morocco,United States,2,1,1,3,home_win,False,,,Friendly,4,False,Marrakech,Morocco,False,True,0,0,0,0
1999-11-17,1999,11,1990,Globalization Era (1990-2009),Peru,Slovakia,2,1,1,3,home_win,False,,,Friendly,4,False,Lima,Peru,False,True,0,0,0,0
1999-11-17,1999,11,1990,Globalization Era (1990-2009),Spain,Argentina,0,2,-2,2,away_win,False,,,Friendly,4,False,Seville,Spain,False,True,0,0,0,0
1999-11-17,1999,11,1990,Globalization Era (1990-2009),Turkey,Republic of Ireland,0,0,0,0,draw,False,,,UEFA Euro qualification,2,True,Bursa,Turkey,False,True,0,0,0,0
1999-11-17,1999,11,1990,Globalization Era (1990-2009),Ukraine,Slovenia,1,1,0,2,draw,False,,,UEFA Euro qualification,2,True,Kyiv,Ukraine,False,True,2,0,1,2
1999-11-17,1999,11,1990,Globalization Era (1990-2009),Uruguay,Paraguay,0,1,-1,1,away_win,False,,,Friendly,4,False,Maldonado,Uruguay,False,True,0,0,0,0
1999-11-19,1999,11,1990,Globalization Era (1990-2009),Libya,Togo,2,1,1,3,home_win,False,,,Friendly,4,False,Agilat,Libya,False,True,0,0,0,0
1999-11-20,1999,11,1990,Globalization Era (1990-2009),Indonesia,Cambodia,9,2,7,11,home_win,False,,,AFC Asian Cup qualification,2,True,Jakarta,Indonesia,False,True,0,0,0,0
1999-11-20,1999,11,1990,Globalization Era (1990-2009),Senegal,Ivory Coast,3,0,3,3,home_win,False,,,Friendly,4,False,Dakar,Senegal,False,True,0,0,0,0
1999-11-21,1999,11,1990,Globalization Era (1990-2009),Bangladesh,Uzbekistan,0,6,-6,6,away_win,False,,,AFC Asian Cup qualification,2,True,Abu Dhabi,United Arab Emirates,True,False,0,0,0,0
1999-11-21,1999,11,1990,Globalization Era (1990-2009),Gabon,Nigeria,0,2,-2,2,away_win,False,,,Friendly,4,False,Libreville,Gabon,False,True,0,0,0,0
1999-11-21,1999,11,1990,Globalization Era (1990-2009),United Arab Emirates,India,3,1,2,4,home_win,False,,,AFC Asian Cup qualification,2,True,Abu Dhabi,United Arab Emirates,False,True,0,0,0,0
1999-11-23,1999,11,1990,Globalization Era (1990-2009),Guatemala,Slovakia,0,1,-1,1,away_win,False,,,Friendly,4,False,Guatemala City,Guatemala,False,True,0,0,0,0
1999-11-23,1999,11,1990,Globalization Era (1990-2009),Sri Lanka,Uzbekistan,0,6,-6,6,away_win,False,,,AFC Asian Cup qualification,2,True,Abu Dhabi,United Arab Emirates,True,False,0,0,0,0
1999-11-23,1999,11,1990,Globalization Era (1990-2009),United Arab Emirates,Bangladesh,3,0,3,3,home_win,False,,,AFC Asian Cup qualification,2,True,Abu Dhabi,United Arab Emirates,False,True,0,0,0,0
1999-11-24,1999,11,1990,Globalization Era (1990-2009),Lebanon,Malta,0,0,0,0,draw,False,,,Friendly,4,False,Beirut,Lebanon,False,True,0,0,0,0
1999-11-25,1999,11,1990,Globalization Era (1990-2009),Costa Rica,Slovakia,4,0,4,4,home_win,False,,,Friendly,4,False,San José,Costa Rica,False,True,0,0,0,0
